period_key,member_key,source_system,member_tier,group_key,recognized_revenue_usd,gross_margin_usd,cash_in_usd,internal_credit_spent_usd,payment_method,pc_volume,sp_reward_basis,global_reward_usd,pool_reward_usd,cashout_usd,sink_spend_usd,active_member,member_join_period,is_affiliate,cross_app_active,extra_json
2026-02,IB-2026-02-IMATRIX-EXPERT,iblooming,EXECUTIVE_CP,IBLOOMING_IMATRIX,1228500,1228500,4095000,0,FIAT,0,2661750,125580,12285,1883.7,0,true,2026-02,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":13650,""cohort_type"":""iblooming_imatrix_expert"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":4095000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":4095000,""cp_user_share_usd"":2866500,""ib_platform_revenue_usd"":1228500,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1228500},""plan_counts"":{""EXPERT_TIER_1"":8190,""EXPERT_TIER_2"":5460},""sp_breakdown"":{""IB_SALES_POINT"":2661750},""global_reward_breakdown_usd"":{""IB_IRR"":125580},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":12285},""cashout_breakdown_usd"":{""CASHOUT"":1883.7},""sink_breakdown_usd"":{},""active_roles"":[""EXECUTIVE_CP_STATUS:EXECUTIVE_CP""],""active_qualifications"":[""EXECUTIVE_CP_APPOINTMENT:APPROVED""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":1883.7,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-03,BGC-2026-03-ENTRY-PATHFINDER,bgc,PATHFINDER,FOUNDERS,9149300,9149300,9149300,731944,MIXED,914930000,6404510,640451,256180.4,12296.66,731944,true,2026-03,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":91493,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":9149300,""internal_credit_spent_usd"":731944,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_PATHFINDER"",""unit_price_usd"":100,""cohort_member_count"":91493,""aggregate_revenue_usd"":9149300},""gross_margin_basis"":{""gross_margin_usd"":9149300},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":914930000},""sp_breakdown"":{""ACCRUAL"":6404510},""global_reward_breakdown_usd"":{""BGC_RR"":640451},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":256180.4},""cashout_breakdown_usd"":{""CASHOUT"":12296.66},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":731944},""active_roles"":[""AFFILIATE_LEVEL:PATHFINDER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":12296.66,""sink_total_usd"":731944}}"
2026-03,BGC-2026-03-ENTRY-VOYAGER,bgc,VOYAGER,FOUNDERS,31514500,31514500,31514500,504232,MIXED,3151450000,22060150,8603458.5,882406,157509.47,504232,true,2026-03,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":63029,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":31514500,""internal_credit_spent_usd"":504232,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_VOYAGER"",""unit_price_usd"":500,""cohort_member_count"":63029,""aggregate_revenue_usd"":31514500},""gross_margin_basis"":{""gross_margin_usd"":31514500},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":3151450000},""sp_breakdown"":{""ACCRUAL"":22060150},""global_reward_breakdown_usd"":{""BGC_RR"":2206015,""BGC_GR"":6397443.5},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":882406},""cashout_breakdown_usd"":{""CASHOUT"":157509.47},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":504232},""active_roles"":[""AFFILIATE_LEVEL:VOYAGER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":157509.47,""sink_total_usd"":504232}}"
2026-03,BGC-2026-03-ENTRY-EXPLORER,bgc,EXPLORER,FOUNDERS,68391075,68391075,68391075,317176,MIXED,6839107500,47853929,20577189.47,1914157.16,376131.88,317176,true,2026-03,true,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":39647,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":68391075,""internal_credit_spent_usd"":317176,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_EXPLORER"",""unit_price_usd"":1725,""cohort_member_count"":39647,""aggregate_revenue_usd"":68391075},""gross_margin_basis"":{""gross_margin_usd"":68391075},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":6839107500},""sp_breakdown"":{""ACCRUAL"":47853929},""global_reward_breakdown_usd"":{""BGC_RR"":5742471.48,""BGC_GR"":14834717.99},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":1914157.16},""cashout_breakdown_usd"":{""CASHOUT"":376131.88},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":317176},""active_roles"":[""AFFILIATE_LEVEL:EXPLORER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":376131.88,""sink_total_usd"":317176}}"
2026-03,BGC-2026-03-ENTRY-PIONEER,bgc,PIONEER,FOUNDERS,21628625,21628625,21628625,120368,MIXED,2162862500,15136276,7265412.48,832495.18,133274.91,120368,true,2026-03,true,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":7523,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":21628625,""internal_credit_spent_usd"":120368,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_PIONEER"",""unit_price_usd"":2875,""cohort_member_count"":7523,""aggregate_revenue_usd"":21628625},""gross_margin_basis"":{""gross_margin_usd"":21628625},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":2162862500},""sp_breakdown"":{""ACCRUAL"":15136276},""global_reward_breakdown_usd"":{""BGC_RR"":2270441.4,""BGC_GR"":4994971.08},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":605451.04,""BGC_WEC_QUARTERLY_POOL"":227044.14},""cashout_breakdown_usd"":{""CASHOUT"":133274.91},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":120368},""active_roles"":[""AFFILIATE_LEVEL:PIONEER""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":133274.91,""sink_total_usd"":120368}}"
2026-03,BGC-2026-03-ENTRY-SPECIAL,bgc,SPECIAL,FOUNDERS,18710500,18710500,18710500,26032,MIXED,1871050000,13097350,6286728,720354.25,115322.17,26032,true,2026-03,true,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""bgc_affiliate_entry_upgrade"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":1627,""cohort_type"":""bgc_affiliate_entry_or_upgrade"",""cashflow_basis"":""Membership/upgrade creates new cash. Product use in the same period spends internal credit."",""cash_in_usd"":18710500,""internal_credit_spent_usd"":26032,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""basis"":""aggregate_affiliate_entry_upgrade_revenue"",""offer_code"":""BGC_JOIN_SPECIAL"",""unit_price_usd"":11500,""cohort_member_count"":1627,""aggregate_revenue_usd"":18710500},""gross_margin_basis"":{""gross_margin_usd"":18710500},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""PC"",""WEC eligibility"",""SP/LTS"",""RR"",""GR"",""GPSP"",""WEC Pool""],""pc_breakdown"":{""GRANT"":1871050000},""sp_breakdown"":{""ACCRUAL"":13097350},""global_reward_breakdown_usd"":{""BGC_RR"":1964602.5,""BGC_GR"":4322125.5},""pool_reward_breakdown_usd"":{""BGC_GPSP_MONTHLY_POOL"":523894,""BGC_WEC_QUARTERLY_POOL"":196460.25},""cashout_breakdown_usd"":{""CASHOUT"":115322.17},""sink_breakdown_usd"":{""BGC_INTERNAL_PRODUCT_USE"":26032},""active_roles"":[""AFFILIATE_LEVEL:SPECIAL""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":115322.17,""sink_total_usd"":26032}}"
2026-03,IB-2026-03-IBOOMIE-FIAT,iblooming,CP,IBOOMIE_CP_CREATORS,11662200,11662200,38874000,0,FIAT,0,46648800,1749330,466488,34986.6,0,true,2026-03,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":3239500,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":38874000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":38874000,""cp_user_share_usd"":27211800,""ib_platform_revenue_usd"":11662200,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":11662200},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":46648800},""global_reward_breakdown_usd"":{""IB_LR"":1166220,""IB_CPR"":583110},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":291555,""IB_GMP_MONTHLY_POOL"":174933},""cashout_breakdown_usd"":{""CASHOUT"":34986.6},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":34986.6,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-03,IB-2026-03-IBOOMIE-PC,iblooming,CP,IBOOMIE_CP_CREATORS,7421400,7421400,0,24738000,PC,0,29685600,1113210,296856,22264.2,24738000,true,2026-03,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":2061500,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""PC payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":24738000,""payment_method"":""PC"",""recognized_revenue_basis"":{""gross_sale_usd"":24738000,""cp_user_share_usd"":17316600,""ib_platform_revenue_usd"":7421400,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":7421400},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":29685600},""global_reward_breakdown_usd"":{""IB_LR"":742140,""IB_CPR"":371070},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":185535,""IB_GMP_MONTHLY_POOL"":111321},""cashout_breakdown_usd"":{""CASHOUT"":22264.2},""sink_breakdown_usd"":{""PC_SPEND"":24738000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":22264.2,""sink_total_usd"":24738000,""gross_sale_split_matches_sink_total"":true}}"
2026-03,IB-2026-03-IBOOMIE-ALPHA,iblooming,CP,IBOOMIE_CP_CREATORS,2120400,2120400,0,7068000,ALPHA,0,8481600,318060,84816,6361.2,7068000,true,2026-03,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_iboomie_ai_chat_sale"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":589000,""cohort_type"":""iblooming_cp_product_sale"",""cashflow_basis"":""ALPHA payment spends internal credit, not new cash."",""cash_in_usd"":0,""internal_credit_spent_usd"":7068000,""payment_method"":""ALPHA"",""recognized_revenue_basis"":{""gross_sale_usd"":7068000,""cp_user_share_usd"":4947600,""ib_platform_revenue_usd"":2120400,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":2120400},""case_member_mix"":{""unique_members"":10000000,""bgc_source_members"":6400000,""iblooming_source_members"":5800000,""cross_app_overlap_members"":2200000,""bgc_affiliate_entry_or_upgrade_events"":3150000,""iblooming_channel_providers"":1600000,""iblooming_ai_users"":4200000,""note"":""Unique members = BGC source members + iBlooming source members - cross-app overlap.""},""affected_programs"":[""iBlooming rebate reward"",""LR"",""CPR"",""GPS"",""GMP"",""Sales Point""],""sp_breakdown"":{""IB_SALES_POINT"":8481600},""global_reward_breakdown_usd"":{""IB_LR"":212040,""IB_CPR"":106020},""pool_reward_breakdown_usd"":{""IB_GPS_SEMIANNUAL_POOL"":53010,""IB_GMP_MONTHLY_POOL"":31806},""cashout_breakdown_usd"":{""CASHOUT"":6361.2},""sink_breakdown_usd"":{""ALPHA_SPEND"":7068000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[""CPR_YEAR_1:ACTIVE""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":6361.2,""sink_total_usd"":7068000,""gross_sale_split_matches_sink_total"":true}}"
2026-03,IB-2026-03-GIM-TIER-1,iblooming,CP,IBLOOMING_GIM,3515400,3515400,8788500,2929500,MIXED,0,9374400,1757700,42184.8,26365.5,2929500,true,2026-03,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_gim_signup"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":585900,""cohort_type"":""iblooming_gim_tier_1"",""cashflow_basis"":""Mixed payment: part fiat cash, part internal credit."",""cash_in_usd"":8788500,""internal_credit_spent_usd"":2929500,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""gross_sale_usd"":11718000,""cp_user_share_usd"":8202600,""ib_platform_revenue_usd"":3515400,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":3515400},""event_counts"":{""GIM_SIGNUP_TIER_1"":585900},""sp_breakdown"":{""IB_SALES_POINT"":9374400},""global_reward_breakdown_usd"":{""IB_GRR"":1757700},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":42184.8},""cashout_breakdown_usd"":{""CASHOUT"":26365.5},""sink_breakdown_usd"":{""MIXED_INTERNAL_CREDIT_SPEND"":2929500},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":26365.5,""sink_total_usd"":2929500,""gross_sale_split_matches_sink_total"":true}}"
2026-03,IB-2026-03-GIM-TIER-2,iblooming,CP,IBLOOMING_GIM,1506600,1506600,5022000,0,FIAT,0,4017600,200880,18079.2,3013.2,0,true,2026-03,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_gim_signup"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":251100,""cohort_type"":""iblooming_gim_tier_2"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":5022000,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":5022000,""cp_user_share_usd"":3515400,""ib_platform_revenue_usd"":1506600,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1506600},""event_counts"":{""GIM_SIGNUP_TIER_2"":251100},""sp_breakdown"":{""IB_SALES_POINT"":4017600},""global_reward_breakdown_usd"":{""IB_GRR"":200880},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":18079.2},""cashout_breakdown_usd"":{""CASHOUT"":3013.2},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":3013.2,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-03,IB-2026-03-IMATRIX-FOUNDATION,iblooming,CP,IBLOOMING_IMATRIX,3627000,3627000,9672000,2418000,MIXED,0,7858500,185380,36270,2780.7,2418000,true,2026-03,false,true,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":403000,""cohort_type"":""iblooming_imatrix_foundation"",""cashflow_basis"":""Mixed payment: part fiat cash, part internal credit."",""cash_in_usd"":9672000,""internal_credit_spent_usd"":2418000,""payment_method"":""MIXED"",""recognized_revenue_basis"":{""gross_sale_usd"":12090000,""cp_user_share_usd"":8463000,""ib_platform_revenue_usd"":3627000,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":3627000},""plan_counts"":{""FOUNDATION_TIER_1"":241800,""FOUNDATION_TIER_2"":161200},""sp_breakdown"":{""IB_SALES_POINT"":7858500},""global_reward_breakdown_usd"":{""IB_IRR"":185380},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":36270},""cashout_breakdown_usd"":{""CASHOUT"":2780.7},""sink_breakdown_usd"":{""MIXED_INTERNAL_CREDIT_SPEND"":2418000},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":2780.7,""sink_total_usd"":2418000,""gross_sale_split_matches_sink_total"":true}}"
2026-03,IB-2026-03-IMATRIX-PRO,iblooming,CP,IBLOOMING_IMATRIX,2321280,2321280,7737600,0,FIAT,0,5029440,257920,23212.8,3868.8,0,true,2026-03,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":64480,""cohort_type"":""iblooming_imatrix_pro"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":7737600,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":7737600,""cp_user_share_usd"":5416320,""ib_platform_revenue_usd"":2321280,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":2321280},""plan_counts"":{""PRO_TIER_1"":38688,""PRO_TIER_2"":25792},""sp_breakdown"":{""IB_SALES_POINT"":5029440},""global_reward_breakdown_usd"":{""IB_IRR"":257920},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":23212.8},""cashout_breakdown_usd"":{""CASHOUT"":3868.8},""sink_breakdown_usd"":{},""active_roles"":[""CP_STATUS:CP""],""active_qualifications"":[],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":3868.8,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
2026-03,IB-2026-03-IMATRIX-EXPERT,iblooming,EXECUTIVE_CP,IBLOOMING_IMATRIX,1305720,1305720,4352400,0,FIAT,0,2829060,133475,13057.2,2002.13,0,true,2026-03,false,false,"{""aggregate_row"":true,""row_semantics"":""compatibility_member_month_fact"",""source_of_truth_reference"":""understanding_doc_fixed"",""source_categories"":[""aggregate_cohort"",""iblooming_imatrix_purchase"",""case_10m_12m_business_sample"",""hybrid_data_review_file"",""monthly_overlay""],""cohort_member_count"":14508,""cohort_type"":""iblooming_imatrix_expert"",""cashflow_basis"":""Fiat sale creates new cash."",""cash_in_usd"":4352400,""internal_credit_spent_usd"":0,""payment_method"":""FIAT"",""recognized_revenue_basis"":{""gross_sale_usd"":4352400,""cp_user_share_usd"":3046680,""ib_platform_revenue_usd"":1305720,""platform_take_rate_pct"":30},""gross_margin_basis"":{""gross_margin_usd"":1305720},""plan_counts"":{""EXPERT_TIER_1"":8705,""EXPERT_TIER_2"":5803},""sp_breakdown"":{""IB_SALES_POINT"":2829060},""global_reward_breakdown_usd"":{""IB_IRR"":133475},""pool_reward_breakdown_usd"":{""IB_GMP_MONTHLY_POOL"":13057.2},""cashout_breakdown_usd"":{""CASHOUT"":2002.13},""sink_breakdown_usd"":{},""active_roles"":[""EXECUTIVE_CP_STATUS:EXECUTIVE_CP""],""active_qualifications"":[""EXECUTIVE_CP_APPOINTMENT:APPROVED""],""accountability_checks"":{""global_reward_breakdown_matches_total"":true,""pool_reward_breakdown_matches_total"":true,""cashout_total_usd"":2002.13,""sink_total_usd"":0,""gross_sale_split_matches_sink_total"":true}}"
